# number of points along the spacecraft trajectory, numbers of first and last points to be processed (provide 3 integers in one line below)
  40   23   23
# year  month  day-of-month  UT-hours/minutes/seconds altitutude(km) GEO-latitude/longitude(deg) LT SZA Num
75 12 13  4 14  0  9.408E+02 -1.502E+01 -3.390E+01  2.078E+00  1.313E+02  2.840E+02
75 12 13  4 15  0  8.692E+02 -1.419E+01 -3.055E+01  2.318E+00  1.296E+02  2.840E+02
75 12 13  4 16  0  7.991E+02 -1.328E+01 -2.716E+01  2.561E+00  1.278E+02  2.840E+02
75 12 13  4 17  0  7.309E+02 -1.229E+01 -2.373E+01  2.806E+00  1.257E+02  2.840E+02
75 12 13  4 18  0  6.649E+02 -1.124E+01 -2.025E+01  3.055E+00  1.236E+02  2.840E+02
75 12 13  4 19  0  6.014E+02 -1.013E+01 -1.673E+01  3.306E+00  1.212E+02  2.840E+02
75 12 13  4 20  0  5.408E+02 -8.946E+00 -1.317E+01  3.560E+00  1.188E+02  2.840E+02
75 12 13  4 21  0  4.833E+02 -7.705E+00 -9.576E+00  3.816E+00  1.162E+02  2.840E+02
75 12 13  4 22  0  4.294E+02 -6.409E+00 -5.938E+00  4.075E+00  1.134E+02  2.840E+02
75 12 13  4 23  0  3.794E+02 -5.062E+00 -2.261E+00  4.337E+00  1.106E+02  2.840E+02
75 12 13  4 24  0  3.336E+02 -3.673E+00  1.456E+00  4.602E+00  1.077E+02  2.840E+02
75 12 13  4 25  0  2.923E+02 -2.247E+00  5.212E+00  4.869E+00  1.047E+02  2.840E+02
75 12 13  4 26  0  2.557E+02 -7.934E-01  9.007E+00  5.138E+00  1.016E+02  2.840E+02
75 12 13  4 27  0  2.242E+02  6.791E-01  1.284E+01  5.411E+00  9.839E+01  2.840E+02
75 12 13  4 28  0  1.981E+02  2.161E+00  1.671E+01  5.685E+00  9.518E+01  2.840E+02
75 12 13  4 29  0  1.772E+02  3.642E+00  2.062E+01  5.963E+00  9.193E+01  2.840E+02
75 12 13  4 30  0  1.621E+02  5.112E+00  2.457E+01  6.243E+00  8.866E+01  2.840E+02
75 12 13  4 31  0  1.527E+02  6.560E+00  2.855E+01  6.525E+00  8.538E+01  2.840E+02
75 12 13  4 32  0  1.491E+02  7.975E+00  3.257E+01  6.809E+00  8.210E+01  2.840E+02
75 12 13  4 33  0  1.513E+02  9.345E+00  3.661E+01  7.095E+00  7.885E+01  2.840E+02
75 12 13  4 34  0  1.593E+02  1.066E+01  4.068E+01  7.383E+00  7.563E+01  2.840E+02
75 12 13  4 35  0  1.732E+02  1.191E+01  4.477E+01  7.673E+00  7.247E+01  2.840E+02
75 12 13  4 35 30  1.822E+02  1.251E+01  4.683E+01  7.818E+00  7.091E+01  2.840E+02   ###  op 23
75 12 13  4 36  0  1.927E+02  1.309E+01  4.888E+01  7.963E+00  6.937E+01  2.840E+02
75 12 13  4 37  0  2.175E+02  1.419E+01  5.300E+01  8.255E+00  6.637E+01  2.840E+02
75 12 13  4 38  0  2.478E+02  1.520E+01  5.712E+01  8.546E+00  6.346E+01  2.840E+02
75 12 13  4 39  0  2.831E+02  1.612E+01  6.124E+01  8.837E+00  6.068E+01  2.840E+02
75 12 13  4 40  0  3.233E+02  1.693E+01  6.535E+01  9.128E+00  5.803E+01  2.840E+02
75 12 13  4 41  0  3.679E+02  1.765E+01  6.944E+01  9.417E+00  5.554E+01  2.840E+02
75 12 13  4 42  0  4.168E+02  1.826E+01  7.350E+01  9.704E+00  5.323E+01  2.840E+02
75 12 13  4 43  0  4.697E+02  1.877E+01  7.752E+01  9.989E+00  5.110E+01  2.840E+02
75 12 13  4 44  0  5.261E+02  1.917E+01  8.150E+01  1.027E+01  4.917E+01  2.840E+02
75 12 13  4 45  0  5.858E+02  1.947E+01  8.542E+01  1.055E+01  4.747E+01  2.840E+02
75 12 13  4 46  0  6.485E+02  1.968E+01  8.929E+01  1.082E+01  4.600E+01  2.840E+02
75 12 13  4 47  0  7.137E+02  1.978E+01  9.308E+01  1.109E+01  4.478E+01  2.840E+02
75 12 13  4 48  0  7.812E+02  1.980E+01  9.681E+01  1.136E+01  4.380E+01  2.840E+02
75 12 13  4 49  0  8.506E+02  1.973E+01  1.005E+02  1.162E+01  4.308E+01  2.840E+02
75 12 13  4 50  0  9.217E+02  1.958E+01  1.040E+02  1.187E+01  4.261E+01  2.840E+02
75 12 13  4 51  0  9.940E+02  1.936E+01  1.075E+02  1.212E+01  4.238E+01  2.840E+02
75 12 13  4 52  0  1.067E+03  1.906E+01  1.109E+02  1.237E+01  4.239E+01  2.840E+02



 FORMAT OF THE SUBSETTED FILE
    
    ITEMS                      FORMAT   
     
 1 Altitude (km)                 E11.3     
 2 Latitude DEG                  E11.3     
 3 Longitude DEG                 E11.3     
 4 Local time HR                 E11.3     
 5 Solar zenit angle DEG         E11.3     
 6 Orbit number                  E11.3 
